Taxon,CopyNumber
Chloracidobacterium sp. D,1
Chloracidobacterium aggregatum,6
Chloracidobacterium validum,1
Agrococcus sp. Marseille-Q4369,1
Chlamydia sp. No. 12,1
Telmatocola sphagniphila,1
Nitrosospira sp. NRS527,1
Wolbachia endosymbiont of Drosophila yakuba,1
Wolbachia endosymbiont of Drosophila santomea,1
Wolbachia endosymbiont of Anopheles demeilloni,1
Flavihumibacter sp. IMCC34837,1
Flavihumibacter sp. IMCC34838,1
Erythrobacter sp. 3-20A1M,1
Polynucleobacter sp. MWH-UH35A,1
Polynucleobacter sp. MWH-UH2A,1
Polynucleobacter sp. MWH-Aus1W21,1
Polynucleobacter sp. UB-Siik-W21,1
Polynucleobacter sp. TSB-Sco08W16,1
Polynucleobacter sp. MWH-UH24A,1
Polynucleobacter sp. MWH-Svant-W18,1
Polynucleobacter sp. MWH-Spelu-300-X4,1
Polynucleobacter sp. MWH-S4W17,1
Polynucleobacter sp. MWH-P3-07-1,1
Polynucleobacter sp. MWH-CaK5,1
Polynucleobacter sp. MG-Unter2-18,1
Polynucleobacter sp. MG-5-Ahmo-C2,1
Polynucleobacter sp. JS-JIR-II-b4,1
Polynucleobacter sp. es-EL-1,1
Polynucleobacter sp. AP-Sving-400A-A2,1
Polynucleobacter sp. AP-Melu-1000-A1,1
Polynucleobacter sp. AP-Kolm-20A-A1,1
Polynucleobacter sp. AP-Jannik-300A-C4,1
Polynucleobacter sp. AP-Ainpum-60-G11,1
Polynucleobacter sp. AM-7D1,1
Bradyrhizobium sp. S2-20-1,1
Bradyrhizobium sp. S2-11-2,1
Bradyrhizobium sp. S2-11-4,1
'''Spiroplasma endosymbiont of ''''Nebria riversi''''''',1
Candidatus Minimicrobia vallesae,1
Candidatus Minimicrobia naudis,1
Polymorphobacter sp. PAMC 29362,1
Aquihabitans sp. G128,1
Chlamydia buteonis,2
Saccharolobus shibatae,3
Elioraea tepida,1
Gymnodinialimonas ceratoperidinii,1
Methylovirgula sp. HY1,1
Polymorphobacter sp. PAMC 29334,1
Aquisediminimonas profunda,1
Iamia sp. SCSIO 61187,1
Oleiharenicola sp. KSB-15,1
Bacillus sp. 7D3,1
Roseovarius sp. SCSIO 43702,1
Ruficoccus sp. ZRK36,1
Mycobacterium malmoense,1
Borrelia sp. HM,1
Methanoculleus chikugoensis,1
Salinarchaeum sp. IM2453,1
Stygiolobus sp. KN-1,1
Erythrobacter sp. SCSIO 43205,1
Candidatus Schneideria nysicola,3
Leifsonia sp. ZF2019,1
Ferruginibacter sp. KIS38-8,1
Candidatus Profftia sp. (ex Adelges kitamiensis),1
Demequina sp. TMPB413,1
Candidatus Annandia pinicola,1
Candidatus Profftia lariciata,1
Candidatus Gillettellia cooleyia,1
Salarchaeum japonicum,1
Aquihabitans sp. Kera 3,1
Halobacterium sp. NRC-34001,1
Ferruginibacter lapsinanis,1
Porphyrobacter sp. GA68,1
Borrelia sp. BU AG58,1
Spiribacter sp. E85,1
Candidatus Methanoliparum sp. LAM-1,1
Saccharolobus caldissimus,1
Parasphingorhabdus litoris,1
Chryseobacterium faecale,1
Wolbachia endosymbiont of Corcyra cephalonica,1
Gloeobacter morelensis,1
Bradyrhizobium daqingense,1
Bradyrhizobium canariense,2
Candidatus Absconditicoccus praedator,1
Candidatus Gromoviella agglomerans,1
Borrelia sp. RT5S,1
Borrelia sp. RT1S,1
Mycobacterium ostraviense,1
Rhodopseudomonas boonkerdii,1
Candidatus Nanosynbacter sp. HMT352,1
Novosphingobium sp. Sx8-5,1
Halobacterium litoreum,1
Halobacterium noricense,1
Halobacterium sp. Gai3-17,1
Halobacterium sp. XZYJT26,1
Wolbachia endosymbiont of Drosophila innubila,1
Streptomyces sp. BSE6.1,1
Sphingomonas sp. DM2-R-LB4,1
Erythrobacter sp. SDW2,1
Spiroplasma platyhelix,1
Wolbachia endosymbiont of Delia radicum,1
Mycobacterium sp. IWGMT90018-18076,1
Candidatus Hydrogenosomobacter endosymbioticus,1
Acidianus sp. HS-5,1
Devosia sp. SL43,1
Dissulfurimicrobium hydrothermale,1
Mycobacterium sp. 20KCMC460,1
Bradyrhizobium sp. I71,1
Methylocystis sp. SB2,1
Mycobacterium lentiflavum,1
Spiroplasma poulsonii,1
Pseudoxanthomonas daejeonensis,1
Candidatus Vidania fulgoroideae,3
Methanonatronarchaeum sp. AMET6-2,1
Halorientalis sp. ZY14,1
Halorientalis sp. GDY88,1
Borrelia coriaceae,1
Borrelia parkeri,1
Borrelia venezuelensis,1
Borrelia puertoricensis,1
Halovivax limisalsi,1
Bradyrhizobium sp. CW1,1
Bradyrhizobium sp. 4,1
Bradyrhizobium sp. 40,1
Bradyrhizobium sp. 200,1
Bradyrhizobium sp. 192,1
Bradyrhizobium sp. 191,1
Bradyrhizobium sp. 187,1
Bradyrhizobium sp. 184,1
Bradyrhizobium sp. 183,1
Bradyrhizobium sp. 172,1
Bradyrhizobium sp. 170,1
Bradyrhizobium sp. 155,1
Bradyrhizobium sp. 131,1
Bradyrhizobium sp. 195,1
Bradyrhizobium sp. 186,1
Halocatena sp. AD-1,1
Methanothermobacter tenebrarum,1
Metallosphaera sp. MJ1HA,1
Leuconostoc sp. MTCC 10508,1
Conexibacter sp. S30A1,1
Conexibacter sp. DBS9H8,1
Bradyrhizobium sp. C-145,1
Pseudomonas sp. HS6,1
Sphingomonas sp. S8-45,1
Jatrophihabitans telluris,1
Wolbachia endosymbiont of Ostrinia furnacalis,1
Wolbachia endosymbiont of Ostrinia scapulalis,1
Sphingomonas sp. KRR8,1
Blochmannia endosymbiont of Camponotus sp. C-003,1
Blochmannia endosymbiont of Camponotus sp.,5
Candidatus Blochmannia herculeanus,3
Candidatus Blochmannia ocreatus,1
Blochmannia endosymbiont of Camponotus modoc,3
Candidatus Blochmannia vicinus,3
Blochmannia endosymbiont of Camponotus sp. C-046,1
Thermosynechococcus sp. HN-54,1
Candidatus Doolittlea endobia,1
Candidatus Hoaglandella endobia,1
Candidatus Gullanella endobia,1
Candidatus Mikella endobia,1
Candidatus Promineofilum breve,1
Cuniculiplasma divulgatum,2
secondary endosymbiont of Trabutina mannipara,1
Polynucleobacter necessarius,6
Candidatus Erwinia haradaeae,9
Sodalis endosymbiont of Henestaris halophilus,1
Nitrospira japonica,1
Brevefilum fermentans,1
Thermococcus henrietii,1
Chlamydia serpentis,1
Chlamydia poikilotherma,1
Candidatus Nitrosocaldus cavascurensis,1
Micropruina glycogenica,1
Mycobacterium basiliense,1
Bradyrhizobium vignae,1
Arsenophonus endosymbiont of Aleurodicus dispersus,1
Tessaracoccus timonensis,1
Candidatus Bipolaricaulis anaerobius,1
Lentilitoribacter sp. Alg239-R112,1
Metamycoplasma salivarium,1
Mesomycoplasma neurolyticum,1
Mycoplasmopsis maculosa,1
Chlamydiifrater volucris,2
Chlamydiifrater phoenicopteri,1
Candidatus Azoamicus ciliaticola,1
Methylacidimicrobium sp. AP8,1
Thermococcus camini,1
Candidatus Profftia tarda,1
Rickettsia endosymbiont of Oedothorax gibbosus,1
Wolbachia endosymbiont of Oedothorax gibbosus,1
Cardinium endosymbiont of Oedothorax gibbosus,1
Borreliella,5
Borrelia,15
Brachyspira,5
Thermoplasma,2
Thermoproteus,2
Desulfurococcus,2
Sulfolobus,6
Wolbachia,34
Kamptonema,1
Maritimibacter,1
Chthoniobacter,1
Saccharolobus,3
Rickettsia,23
Methanopyrus,1
Pyrobaculum,6
Pyrococcus,7
Buchnera,1
Tropheryma,1
Coxiella,4
Mesomycoplasma,7
Picrophilus,1
Thermotoga,10
Archaeoglobus,4
Dehalococcoides,2
Nitrosomonas,5
Thermococcus,31
Orientia,1
Candidatus Carsonella,2
Candidatus Vesicomyosocius,2
Hydrogenobacter,1
Aeropyrum,2
Sulfurisphaera,2
Malacoplasma,2
Thermosynechococcus,4
Gloeobacter,3
Candidatus Blochmannia,14
Anaplasma,4
Candidatus Pelagibacter,4
Ehrlichia,5
Nitrobacter,2
Hyphomonas,3
Salinibacter,1
Neorickettsia,4
Syntrophus,1
Jannaschia,1
Candidatus Koribacter,1
Roseobacter,3
Rubrobacter,5
Acidothermus,1
Candidatus Ruthia,2
Hyperthermus,1
Thermofilum,2
Methylibium,2
Methanoculleus,3
Staphylothermus,2
Polynucleobacter,28
Phenylobacterium,2
Parvibaculum,1
Methanoregula,2
Pseudothermotoga,4
Ignicoccus,2
Caldivirga,1
Desulfosudis,1
Nitrosopumilus,10
Candidatus Korarchaeum,1
Methylacidiphilum,4
Opitutus,1
Elusimicrobium,1
Chloroherpeton,1
Candidatus Amoebophilus,1
Thermodesulfovibrio,1
Afipia,1
Thioalkalivibrio,5
Acidobacterium,2
Blattabacterium,11
Halorhabdus,3
Lancefieldella,1
Candidatus Puniceispirillum,1
Rhodothermus,1
Pirellula,2
Conexibacter,3
Ferroglobus,1
Thermocrinis,2
Aciduliprofundum,1
Natronomonas,4
Thermosphaera,1
Segniliparus,1
Hyphomicrobium,3
Desulfarculus,1
Acidilobus,2
Endomicrobium,2
Vulcanisaeta,2
Ferroplasma,2
Parvularcula,1
Granulicella,4
Desulfobacca,1
Rhodopirellula,1
Nitrosospira,4
Halalkalicoccus,1
Metallosphaera,6
Acidianus,6
Thermodesulfobacterium,3
Candidatus Moranella,1
Candidatus Midichloria,1
Pyrolobus,1
Chloracidobacterium,4
Micavibrio,1
Simkania,1
Ignavibacterium,1
Fervidicoccus,1
Thermogladius,1
Desulfomonile,1
Microlunatus,3
Melioribacter,1
Phycisphaera,1
Caldisericum,1
Pararhodospirillum,1
Candidatus Portiera,1
Candidatus Methanomethylophilus,1
Nitrososphaera,3
Candidatus Cardinium,4
Caldisphaera,1
Candidatus Endolissoclinum,1
Spiribacter,4
Pseudobdellovibrio,1
Candidatus Saccharimonas,1
Salinarchaeum,2
Methanomassiliicoccus,1
Candidatus Profftella,1
Candidatus Babela,1
Candidatus Hepatoplasma,1
Rhodoluna,3
Candidatus Walczuchella,1
Candidatus Izimaplasma,1
Candidatus Methanoplasma,1
Candidatus Nanosynbacter,3
Candidatus Nitrosopelagicus,1
Methyloceanibacter,2
Thiolapillus,1
Candidatus Sulcia,1
Candidatus Nitrosotenuis,3
Filomicrobium,1
Infirmifilum,2
Geoglobus,1
Halanaeroarchaeum,1
Hoeflea,1
Kiritimatiella,1
Pelagerythrobacter,1
Aurantiacibacter,2
Wenzhouxiangella,2
Nitrospira,4
Candidatus Pseudothioglobus,1
Candidatus Thioglobus,2
Citromicrobium,1
Candidatus Xiphinematobacter,1
Pyrodictium,1
Thermosulfidibacter,1
Caldimicrobium,1
Rhodoplanes,1
Steroidobacter,1
Luteitalea,2
Woeseia,1
Candidatus Viadribacter,1
Paraurantiacibacter,1
Immundisolibacter,1
Tsuneonella,3
Acidiferrobacter,2
Porphyrobacter,3
Lacunisphaera,1
Acidihalobacter,1
Halodesulfurarchaeum,1
Caldithrix,1
Salaquimonas,1
Dehalogenimonas,2
Tateyamaria,1
Anaerohalosphaera,1
Thiomonas,1
Pseudorhodoplanes,1
Candidatus Nitrosomarinus,1
Methylovulum,1
Candidatus Mancarchaeum,1
Thermogutta,1
Candidatus Nanopelagicus,3
Candidatus Planktophila,6
Nibricoccus,1
Variibacter,1
Sulfurifustis,1
Aurantimicrobium,3
Sulfuricaulis,1
Thiohalobacter,2
Ichthyobacterium,1
Candidatus Fonsibacter,1
Thermostichus,1
Williamsoniiplasma,2
Candidatus Nitrosocaldus,2
Pontimonas,1
Pukyongiella,1
Candidatus Phycorickettsia,1
Halococcoides,1
Candidatus Fokinia,1
Acidisarcina,1
Acidibrevibacterium,1
Candidatus Purcelliella,1
Protaetiibacter,3
Pelolinea,1
Sulfodiicoccus,1
Sulfuriflexus,1
Silicimonas,1
Glycocaulis,1
Candidatus Velamenicoccus,1
Methylovirgula,2
Thalassococcus,1
Egibacter,1
Roseitalea,1
Rhodophyticola,1
Hankyongella,1
Pseudolabrys,1
Oceanicola,1
Oecophyllibacter,1
Ferrovibrio,1
Adhaeretor,1
Poriferisphaera,1
Anatilimnocola,1
Aeoliella,1
Mucisphaera,1
Pirellulimonas,1
Lignipirellula,1
Rosistilla,1
Salarchaeum,2
Baekduia,1
Panacibacter,1
Candidatus Prometheoarchaeum,1
Mariniblastus,1
Sulfuracidifex,1
Tepidiforma,1
Lacipirellula,1
Candidatus Nanohalobium,1
Actinomarinicola,1
Tetrasphaera,1
Stygiolobus,2
Terricaulis,1
Epidermidibacterium,1
Candidatus Chazhemtobacterium,1
Edaphobacter,2
Pseudohalocynthiibacter,1
Pikeienuella,1
Sphingosinithalassobacter,2
Candidatus Kuenenia,1
Thermosulfuriphilus,1
Phycicoccus,2
Aquisalimonas,1
Thermosulfurimonas,1
Parasphingorhabdus,3
Pyruvatibacter,1
Aquiluna,1
Conexivisphaera,1
Methyloligella,1
Candidatus Reidiella,1
Oricola,1
Parasphingopyxis,2
Nitrosarchaeum,1
Chryseoglobus,2
Sandaracinobacter,1
Lacibacter,1
Terrihabitans,1
Glaciihabitans,1
Hyphobacterium,1
Kaustia,1
Candidatus Micrarchaeum,1
Marinicauda,1
Methylacidimicrobium,2
Miltoncostaea,2
Telmatocola,1
Flavihumibacter,2
Candidatus Minimicrobia,2
Polymorphobacter,2
Aquihabitans,2
Elioraea,1
Gymnodinialimonas,1
Aquisediminimonas,1
Iamia,1
Oleiharenicola,1
Ruficoccus,1
Candidatus Schneideria,1
Ferruginibacter,2
Candidatus Profftia,3
Demequina,1
Candidatus Annandia,1
Candidatus Gillettellia,1
Candidatus Methanoliparum,1
Candidatus Absconditicoccus,1
Candidatus Gromoviella,1
Candidatus Hydrogenosomobacter,1
Dissulfurimicrobium,1
Candidatus Vidania,1
Methanonatronarchaeum,1
Halocatena,1
Jatrophihabitans,1
Candidatus Doolittlea,1
Candidatus Hoaglandella,1
Candidatus Gullanella,1
Candidatus Mikella,1
Candidatus Promineofilum,1
Cuniculiplasma,1
Brevefilum,1
Micropruina,1
Candidatus Bipolaricaulis,1
Lentilitoribacter,1
Chlamydiifrater,2
Candidatus Azoamicus,1
Holosporaceae,3
Borreliaceae,2
Brachyspiraceae,1
Thermoplasmataceae,1
Thermoproteaceae,4
Desulfurococcaceae,6
Sulfolobaceae,8
Anaplasmataceae,4
Chthoniobacteraceae,1
Rickettsiaceae,3
Methanopyraceae,1
Tropherymataceae,1
Picrophilaceae,1
Thermotogaceae,2
Archaeoglobaceae,3
Dehalococcoidaceae,1
Nitrosomonadaceae,2
Mycoplasmoidaceae,1
Thermosynechococcaceae,1
Pelagibacteraceae,1
Rhodothermaceae,2
Syntrophaceae,3
Rubrobacteraceae,1
Acidothermaceae,1
Pyrodictiaceae,3
Thermofilaceae,2
Parvibaculaceae,3
Desulfosudaceae,1
Nitrosopumilaceae,3
Methylacidiphilaceae,1
Opitutaceae,4
Elusimicrobiaceae,1
Amoebophilaceae,2
Thermodesulfovibrionaceae,1
Blattabacteriaceae,1
Conexibacteraceae,1
Segniliparaceae,1
Desulfarculaceae,1
Acidilobaceae,1
Endomicrobiaceae,1
Ferroplasmaceae,1
Parvularculaceae,1
Candidatus Midichloriaceae,2
Simkaniaceae,1
Ignavibacteriaceae,1
Fervidicoccaceae,1
Melioribacteraceae,1
Phycisphaeraceae,3
Caldisericaceae,1
Candidatus Methanomethylophilaceae,1
Caldisphaeraceae,1
Methanomassiliicoccaceae,2
Candidatus Babeliaceae,1
Candidatus Nanosynbacteraceae,1
Kiritimatiellaceae,1
Wenzhouxiangellaceae,1
Steroidobacteraceae,1
Vicinamibacteraceae,1
Woeseiaceae,1
Immundisolibacteraceae,1
Acidiferrobacteraceae,3
Calditrichaceae,1
Anaerohalosphaeraceae,1
Thermoguttaceae,1
Candidatus Nanopelagicaceae,2
Ichthyobacteriaceae,1
Thermostichaceae,1
Candidatus Nitrosocaldaceae,1
Egibacteraceae,1
Lacipirellulaceae,4
Baekduiaceae,1
Tepidiformaceae,1
Candidatus Nanohalobiaceae,1
Iamiaceae,3
Sporichthyaceae,1
Candidatus Chazhemtobacteraceae,1
Candidatus Brocadiaceae,1
Conexivisphaeraceae,1
Candidatus Micrarchaeaceae,1
Miltoncostaeaceae,1
Elioraeaceae,1
Demequinaceae,1
Candidatus Methanoliparaceae,1
Candidatus Absconditicoccaceae,1
Methanonatronarchaeaceae,1
Jatrophihabitantaceae,1
Ardenticatenaceae,1
Cuniculiplasmataceae,1
Rickettsiales,4
Pelagibacterales,2
Brachyspirales,1
Thermoplasmatales,4
Thermoproteales,1
Desulfurococcales,2
Sulfolobales,1
Chthoniobacterales,1
Methanopyrales,1
Archaeoglobales,1
Dehalococcoidales,1
Bacteroidetes Order II. Incertae sedis,1
Syntrophales,1
Rubrobacterales,2
Acidothermales,1
Thermofilales,1
Nitrosopumilales,1
Methylacidiphilales,1
Opitutales,1
Elusimicrobiales,1
Solirubrobacterales,1
Desulfarculales,1
Acidilobales,2
Endomicrobiales,1
Parvularculales,1
Ignavibacteriales,2
Fervidicoccales,1
Phycisphaerales,1
Caldisericales,1
Methanomassiliicoccales,2
Candidatus Babeliales,1
Candidatus Nanosynbacterales,1
Kiritimatiellales,1
Vicinamibacterales,1
Immundisolibacterales,1
Acidiferrobacterales,1
Calditrichales,1
Candidatus Nanopelagicales,1
Thermostichales,1
Candidatus Nitrosocaldales,1
Egibacterales,1
Tepidiformales,1
Candidatus Nanohalobiales,1
Sporichthyales,1
Candidatus Brocadiales,1
Conexivisphaerales,1
Candidatus Micrarchaeales,1
Miltoncostaeales,1
Candidatus Methanoliparales,1
Candidatus Absconditabacterales,1
Methanonatronarchaeales,1
Jatrophihabitantales,1
Ardenticatenales,1
Blastocatellia,1
Spartobacteria,2
Dehalococcoidia,2
Thermoplasmata,2
Thermoprotei,6
Methanopyri,1
Archaeoglobi,1
Rubrobacteria,1
Methylacidiphilae,1
Elusimicrobia,1
Thermoleophilia,2
Endomicrobia,1
Ignavibacteria,1
Caldisericia,1
Candidatus Babeliae,1
Candidatus Saccharimonia,1
Kiritimatiellae,1
Vicinamibacteria,1
Calditrichia,1
Tepidiformia,1
Candidatus Nanohalobia,1
Candidatus Brocadiia,1
Conexivisphaeria,1
Candidatus Micrarchaeia,1
Candidatus Methanoliparia,1
Methanonatronarchaeia,1
Ardenticatenia,1
Candidatus Korarchaeota,1
Candidatus Thermoplasmatota,2
Candidatus Saccharibacteria,3
Candidatus Micrarchaeota,2
Candidatus Omnitrophica,1
Candidatus Lokiarchaeota,1
Candidatus Bipolaricaulota,1
Candidatus Absconditabacteria,1
Crenarchaeota,1
Elusimicrobia,2
Ignavibacteriae,1
Caldiserica,1
Calditrichaeota,1
Candidatus Nanohaloarchaeota,1
Acidobacteriaceae,7
Acidobacteriales,1
Halobacterium,11
Prochlorococcus,3
Thaumarchaeota,5
Sphingopyxis,13
Archaea,8
Chlamydiaceae,2
Chlamydiales,1
Terriglobus,7
Bradyrhizobium,71
Spiroplasma,33
Spiroplasmataceae,1
Pirellulales,3
Mycobacteroides,6
Prochlorococcus marinus,11
Chlamydia,15
Thermodesulfobacteriaceae,5
Thermodesulfobacteriales,1
Thermodesulfobacteria,1
Thermodesulfobacteria,1
Nitrobacteraceae,6
Leifsonia,4
Altererythrobacter,4
Roseovarius,8
Qipengyuania,3
Maricaulaceae,4
Maricaulales,1
Opitutae,2
Erythrobacteraceae,10
Erythrobacter,11
Hyphomicrobiaceae,7
Cycloclasticus,3
Halorientalis,3
Agrococcus,3
Thermococcaceae,3
Hyphomonadaceae,3
Anaerolineaceae,3
Sphingosinicellaceae,3
Thermococcales,1
Hyphomonadales,1
Anaerolineales,1
Thermococci,1
Anaerolineae,1
Nitrososphaeria,2
Mycoplasmoidales,2
Tenericutes,3
Halobacterium salinarum,5
Moorella thermoacetica,5
Moorella,1
Entomoplasmatales,3
Mycobacterium,68
Pirellulaceae,11
Ectothiorhodospiraceae,7
Bdellovibrionaceae,2
Bdellovibrionales,1
Verrucomicrobia,5
Halobacteriaceae,10
Spiroplasma apis,2
Halogeometricum borinquense,2
Pseudoxanthomonas suwonensis,2
Bdellovibrio bacteriovorus,4
Ramlibacter tataouinensis,2
Metamycoplasma cloacale,2
Starkeya,2
Octadecabacter,4
Halogeometricum,1
Ramlibacter,1
Candidatus Methylopumilus,2
Microcella,2
Mariprofundus,2
Halapricum,2
Roseimaritima,2
Tardiphaga,2
Coxiellaceae,4
Gloeobacteraceae,2
Methanomicrobiaceae,2
Puniceicoccaceae,2
Mariprofundaceae,1
Gloeobacterales,1
Thermodesulfovibrionales,2
Puniceicoccales,1
Nevskiales,2
Mariprofundales,1
Gloeobacteria,1
Thermodesulfovibrionia,1
Zetaproteobacteria,1
Acidobacteria,4
Kiritimatiellaeota,2
Acidobacteriia,2
Chlamydiia,2
Chlamydiae,1
Euryarchaeota,9
Phycisphaerae,3
Nitrospirae,2
Phyllobacteriaceae,10
Intrasporangiaceae,5
Luteimonas,8
Rhodopseudomonas,3
Pseudoxanthomonas,7
Sphingomonadaceae,15
Mycoplasmataceae,5
Mycoplasmatales,1
Nitrospiraceae,2
Nitrososphaeraceae,2
Nitrospirales,1
Nitrososphaerales,1
Nitrospira,1
Oxalobacter formigenes,3
Gemmatimonas,3
Methanothrix,3
Olsenella,3
Methylocystis,6
Halovivax,3
Oxalobacter,1
Plantactinospora,3
Nitratireductor,3
Candidatus Nardonella,3
Halobaculum,6
Methanotrichaceae,1
Aquificales,3
Holosporales,3
Methanotrichales,1
Acidimicrobiales,3
Acidimicrobiia,1
Nitriliruptoria,3
Metamycoplasma,11
Metamycoplasmataceae,1
Chromatiales,9
Mesorhizobium loti,4
Qipengyuania flava,4
Prosthecochloris,4
Sedimentisphaerales,2
Alphaproteobacteria,16
Bradyrhizobium japonicum,9
Sphingomonadales,4
Actinobacteria,6
Mycoplasma anserisalpingitidis,5
Croceicoccus,5
Thermotogales,2
Caulobacteraceae,5
Caulobacterales,1
Mollicutes,3
Mycobacterium marinum,6
Gemmatimonadaceae,2
Gemmatimonadales,1
Gemmatimonadetes,1
Gemmatimonadetes,1
Mycoplasma,34
Mesorhizobium,43
Spirochaetia,3
Spirochaetes,1
Methanothermobacter,7
Nitrosomonadales,8
Rhodopseudomonas palustris,8
Nocardioidaceae,5
Chloroflexi,10
Treponema phagedenis,9
Thermus,9
Tessaracoccus,9
Flavobacteriales,8
Flavobacteriia,1
Bdellovibrio,5
Sphingomonas,48
Haloferacaceae,6
Prochlorococcaceae,3
Mycoplasmopsis bovis,36
Haloferax,4
Chlorobiaceae,5
Microbacteriaceae,33
Chlorobiales,1
Chlorobia,1
Chlorobi,1
Mycobacteriaceae,6
Pseudanabaenales,5
Metamycoplasma hominis,18
Lysobacter,25
Haloferacales,2
Xanthomonas arboricola,22
Brevundimonas,22
Parachlamydiales,4
Helicobacter pylori,352
Mycoplasma mycoides,38
Microbacterium,54
Bacteria,41
Halorubraceae,6
Xanthomonas citri,93
Haloarculaceae,9
Halobacteriales,3
Psychromonas ingrahamii,1
Geobacillus thermodenitrificans,4
Shewanella baltica,10
Alkaliphilus metalliredigens,1
Heliomicrobium modesticaldum,1
Shewanella halifaxensis,1
Shewanella woodyi,1
Desulfofarcimen acetoxidans,1
Psychromonas sp. CNPT3,1
Evansella cellulosilytica,1
Parageobacillus thermoglucosidasius,5
Bacillus sp. JS,1
Geobacillus sp. GHH01,1
Geobacillus genomosp. 3,1
Lysinibacillus varians,1
