#Name,Y.A.0H,Y.B.0H,Y.C.0H,Y.D.0H,Y.E.0H,Y.CN.A.24H,Y.CN.B.24H,Y.CN.C.24H,Y.CN.D.24H,Y.CN.E.24H,IQ.A.24H,IQ.B.24H,IQ.C.24H,IQ.D.24H,IQ.E.24H,J1.A.24H,J1.B.24H,J1.C.24H,J1.D.24H,J1.E.24H,J2.A.24H,J2.B.24H,J2.C.24H,J2.D.24H,J2.E.24H
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Sellimonas,0,0,0,0.000371208,0,0,0,0.000101238,0.017075558,0,0,0,0,0.001518577,0,0,0,0,0.000708669,0,0,0,0,0.010123848,0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Mitsuokella,0,0,0,0,0.000674923,0,0.002092262,0,0,0.001856039,0,0.003070901,0,0,0.002092262,0,0.004285762,0.003003408,0,0.004184524,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus,3.37E-05,0,0,0,0,0,0.000101238,0,0,0,0,0.005331893,0,0,0,0,0.000337462,0.000472446,0,0,0,0.018762866,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]coprostanoligenegroup;;,0,0.01160868,0.002733439,0.00334087,0.011946141,0,0.001518577,0.000303715,0,0.000944893,0,0.000337462,0.000236223,0.000337462,0.0004387,0,0.000506192,0.000337462,0.000506192,6.75E-05,0,0.001147369,0.000371208,0.000539939,0.000573685
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;ErysipelotrichaceaeUCG-003,0.000202477,0,0.007795363,0.000236223,0,3.37E-05,0,0.000742416,6.75E-05,0,0,0,0.008166571,0.000202477,0,6.75E-05,0,0,0.000101238,0,0,0,0.007862856,0.001721054,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;;,0,0,0,0.02470219,0,0,0,0,0.002058516,0,0,0,0,0.001451085,0,0,0,0,0.0021935,0,0,0,0,0.001957277,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus]torquegroup;,0.006175548,0,0.000911146,0,0.008132825,0,0,0,0,0.000708669,0,0,0.000674923,0,0.001687308,0.001181116,0,0,0,0.000843654,0.003577093,0,0,0,0.004319509
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae,0,0.001991024,0,0,0,0,0.002429724,0,0,0,0,0.010731279,0,0,0,0,0.001856039,0.008031586,0,0,0,0.000337462,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburiainulinivorans,0.0017548,0.002092262,0.007221679,0.00246347,0.00580434,0,0,0.001046131,0.000236223,0.000269969,0,0.000101238,0.001079877,0.000742416,0.000404954,0.000134985,0,0,0.000641177,0.000269969,0,0,0.00465697,0.000202477,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;,0.002834678,0.003172139,0,0,0.009111464,0.000101238,0.001653562,0,0,0.003442108,0.000134985,0.000101238,0,0,0.000944893,0,0.000168731,0.000269969,0,0.000134985,0.000168731,0.0008774,0,0,0.005973071
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0,0,0,0.000978639,0,0.007322917,0.005871832,0.002126008,0.001721054,0.000506192,0.000708669,0,0.001856039,0.0008774,0,0,0,0,0,0,0,0,0.001383593,0,0
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibactersmithii,0.005466878,0.003914555,0.004252016,0.000978639,0.000674923,0.000168731,0.000371208,0,0.000236223,0,3.37E-05,0.000202477,0,0.001181116,0,0.000101238,0,0.000404954,0.009921371,0,0,0.000168731,0,0.000168731,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;BlautiasMarseille-P3087,0.002665947,0.001788547,0.000843654,0.000168731,0.003644585,0.000269969,0,0,0.0004387,0.000573685,0.000101238,0,0.0008774,0.001079877,0.001079877,0.000134985,0.000303715,0,0.000776162,0.000337462,0.002126008,0.001147369,0.001046131,0.002429724,0.002800931
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006209294,0,0,0,0,0.009313941,0,0,0,0,0.0008774
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister;,0,0,0.000337462,0,0,0,0,0.002868424,0,0,0,0,0.003914555,0,0,0,0,0,0,0,0,0,0.01802045,0.000101238,0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Mitsuokella,0,0,0,0,0,0,0.002227247,0,0,0,0,0.00334087,0,0,0,0,0.006580501,0.004049539,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;,0.0013161,0.0008774,0.001451085,0,0,0,0,0.003543347,0.000236223,0,0,0,0.003138393,0.000202477,0.000269969,0,0,0,0,0,0,0,0.011304964,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae,0,0.000134985,0.000101238,0,0,0,0.011406203,0.002800931,0.000539939,0.003610839,0,0.001451085,0.000168731,6.75E-05,0,0,0.000303715,0.000202477,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]coprostanoligenegroup;;,0.024398475,0,0,0,0,0.001889785,0,0,0,0,0.000809908,0,0,0,0,0.000269969,0,0,0,0,0.001147369,0,0,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae,0,0,3.37E-05,6.75E-05,0,0.000101238,6.75E-05,0.017109304,0.003914555,0,0,0,0.000101238,0.000236223,0,0,0,0,0.000337462,0,0,0,0.000101238,0.000337462,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium,0.008504033,0.000809908,0.000337462,0.003037155,0.002800931,0.000202477,0,0.000776162,0.000742416,0.000337462,0,0,0.000269969,0.0008774,0.000269969,0.000134985,0,0,0.000269969,0,0.001282354,0.000303715,0.003070901,0.000506192,0.000674923
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;,0,0.000911146,0,0,0,0,0.002092262,0,0,0,0,0.000472446,0,0,0,0,0.001181116,0.001147369,0,0,0,0.017413019,0,0,0
Bacteria;Firmicutes;Clostridia,0.008807748,0.000809908,0.002328485,0.000944893,0.002800931,0.000809908,6.75E-05,0.000607431,0.000674923,3.37E-05,0.000607431,6.75E-05,0.000404954,0.000708669,0.000134985,0.000303715,0,0,0.0008774,0,0.000641177,0,0.000202477,0.000641177,6.75E-05
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Coprobacillus,0,0,0,0.000944893,0,0,0,0,0.000472446,0,0,0,0,0.006917963,0,0,0,0,0.0004387,0,0,0,0,0.002362231,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella9;,0,0,0,0.0004387,0.000539939,0,0,0,0,0,0,0.000674923,0,0.001484831,0.002362231,0,0,0.001417339,0.0013161,0.006816725,0,0.0017548,0,0.000168731,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]coprostanoligenegroup;;,0,0,0,0,0.021563797,0,0,0,0,0.0004387,0,0,0,0,0.000674923,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Dorea;Doreaformicigenerans,0,0,0,0,0,0,0.012958526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00887524,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Eubacteriumramulus,0.001181116,0.000674923,0.003982047,0.000337462,0.0008774,0.000134985,0.001046131,0.007187932,0,0.002429724,0,0,0.001518577,0,0,0,0,0,0,6.75E-05,0,6.75E-05,0.000303715,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus,0.002530962,0.001248608,0.0004387,0.002429724,0.001653562,0.000303715,0.000506192,0.000708669,0.000404954,0.001046131,0,0,0,0.001012385,0.000168731,0.000101238,0.000303715,0.000371208,0,0.000101238,0.000337462,0.002767185,0.002227247,0.002294739,0.000708669
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroidegoldsteinii,0.000404954,0,0,0.003543347,0,0.004420747,0.000641177,0,0.001518577,6.75E-05,0.000742416,0,0,0.001856039,0,0.000134985,0,0,0.000843654,0,0.000944893,0,0,0.002429724,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0,0,0,0.002868424,0,0.000303715,0,0,0.00246347,0,0,0,0,0.005230655,0,0,0,0,0.001957277,0,0,0,0,0.0017548,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]coprostanoligenegroup;;,0,0.002260993,0.009212702,0.001957277,0.001046131,0,0,0.001012385,3.37E-05,0,0,0.000101238,0.001923531,0.000506192,0,0,0,0,0.000708669,0,0,3.37E-05,0.0004387,0.000607431,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroidemerdae,0.000134985,0.000134985,0,0.001552323,0,0.00290217,0.000843654,0,0.003037155,0.003644585,0.000236223,6.75E-05,0,0.000843654,0,0.000101238,0,0,0.000742416,0,0.002733439,0.000911146,0,0.000506192,0.000236223
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]eligengroup;,0.002800931,0.002260993,0,0.007289171,0.002260993,0,6.75E-05,0,0.000911146,0.000236223,0,0.000101238,0,0.001214862,0.000371208,0.000101238,6.75E-05,0,0.001417339,0.000101238,0,0.000202477,0,0.001079877,0.000404954
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]coprostanoligenegroup;;,0.016434381,0.006209294,0,0,0,0.001079877,0.000134985,0,0,0,0.0004387,0.000269969,0,0,0,0.000101238,0.000101238,0.000168731,0,0,0.0004387,0.000269969,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus,0.001721054,0,0.000202477,0.004859447,0,0,0,0,0.001248608,0,0,6.75E-05,0,0.002092262,0,0,0,0,0.001147369,0,0,0.000641177,0.000607431,0.004791955,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;Olsenellascatoligenes,0,0,0,0.000809908,0,0,0,0,0.004083286,0,0,0,0,0.000202477,0,0,0,0,0.000742416,0,0,0,0,0.012891034,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio;Butyrivibricrossotus,0.007829109,0.014780819,0,0,0,0.000978639,0.000911146,0,0,0,0.0004387,0.000236223,0,0,0,0.000168731,0.000202477,0.000168731,0,0,0.000303715,0.0008774,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia,0.002092262,0.002058516,0.004893193,0,0.001653562,0,0,0,0,0,0.000404954,0,0.002328485,0,0,0,0,0,0,0,0.002395977,0,0.0013161,0.000641177,0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera,0,0,0,0,0.000607431,0,0,0,0,0.001113623,0,0,0,0,0.002497216,0,0,0,0,0.008132825,0,0,0,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;CoriobacteriaceaeUCG-003;,0,0,0,0,0.004184524,0,0,0,0,0.001721054,0,0,0,0,0.006040563,0,0,0,0,0.0004387,0,0,0,0,0.003408362
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]halliigroup;,0,0,0,0,0.001248608,3.37E-05,0,0,0,6.75E-05,0.000236223,0,0.00465697,0.002497216,0.000472446,0,0,0,0.000101238,6.75E-05,0,0,0.000202477,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001012385,0,0,0,0,0.012351095,0,0,0,0,0.001552323,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]ventriosumgroup,0,0,0.002733439,0.000168731,0,0,0,0.000607431,0,0,0,0,0.000607431,6.75E-05,0,0,0,0,6.75E-05,0,0,0.000202477,0.01336348,0.000269969,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Catenibacterium;,0.005298147,0,0,0,0,0.000472446,0,0,0,0,0,0,0,0,0,0.007356663,0,0,0,0,0.004015793,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;,0,0.004285762,0.000742416,0,0.00202477,0,0.005973071,0,0,0.002092262,0,0,0,0,0.000134985,0,0,0.000168731,0,0,0,0.002767185,0,0,0.001383593
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Mogibacterium;,0,0.000978639,0,0,0.001923531,0,0.002362231,0,0,0.006917963,0,0.000236223,0,0,0.000134985,0,0.000303715,3.37E-05,0,0,0,0.003813316,0,0,0.0008774
Bacteria;Firmicutes;Clostridia;ClostridiaUCG-014;;;,0.00580434,0,0,0.007862856,0,0.0004387,0,0,0.000573685,0,0.000269969,0,0,0.001282354,0,6.75E-05,0,0,0.001653562,0,0.000101238,0,0,0.000506192,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium,0.004724463,0.004589478,0,0,0.001788547,0.000337462,0.001856039,0,0,0.001046131,0.000236223,0,0,0,0,0.000303715,0,0,0,0,0.002328485,0.002294739,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;LachnospiraceaeNK4A136group;LachnospiraceaebacteriumGAM79,0.006006817,0,0.000539939,0.001079877,0.00843654,0.000404954,0,0.000202477,6.75E-05,0.000269969,0,0,0.000202477,0,0.000168731,0,0,0,0.000168731,0,0.0004387,0,0,0,0.000337462
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]halliigroup;,0,0,0,0,0,0,0,0,6.75E-05,0,0,0,0.003543347,0.004184524,0,0,0,0,0.000472446,0,0,0,0,0,0
Bacteria;Firmicutes;unidentifiedFirmicutes;Oscillospirales;Ruminococcaceae;unidentifiedRuminococcaceae,0.00158607,0.000944893,0.003644585,0.0013161,0.003644585,6.75E-05,3.37E-05,0.000134985,0.000337462,0.000708669,3.37E-05,0,0.000236223,0.000134985,0.000168731,0,0,6.75E-05,0.000236223,0.000101238,0.0004387,0.000101238,0.0004387,0.000776162,0.001484831
Bacteria;Firmicutes;Clostridia,0.003712078,0.008942733,0.002497216,0,0,0.000269969,0.001417339,0.000708669,0,0,0.000101238,0.000202477,0.000101238,0,0,0.000101238,0.000303715,0.000472446,0,0,0.000202477,0.000573685,0.000236223,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae,0.000978639,0.003982047,0,0.004521986,0.001012385,0,0.001822293,0,0.000708669,0.002733439,0,0.000168731,0,0.000202477,0,0.000101238,0.000101238,0.000101238,0.000776162,0,0,0.000134985,0,0.000641177,0.000269969
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.00202477,0.010191341,0,0.002497216,0.003813316,0,0,0,0,0,0,0,0,0,0.000944893,0,0,0,0,0.000202477,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.001248608,0.004521986,0.000843654,0.001012385,0.000843654,0.000134985,0.0004387,0.000101238,0.000202477,0,0.000168731,0.000236223,0.000269969,0.000607431,0,0,0,0.000202477,0.000506192,0,0.001653562,0.0008774,0,0.000944893,0.000843654
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Catenibacterium;,0,0,0,0,0.007795363,0,0,0,0,0.001484831,0,0,0,0,0,0,0,0,0,0.00290217,0,0,0,0,0.003003408
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]eligengroup;,0.008166571,0,0.00158607,0.002126008,0,0.000573685,0,0.000134985,0,0,0.000472446,0,0.001046131,0,0,0,0,0.000101238,0,0,0.000708669,0,0.000978639,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0,0,0,0.000944893,0,0.000978639,0,0,0.00536564,0,0.000134985,0,0,0.001957277,0,0,0,0,0.001012385,0,0,0,0,0.000269969,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipeputredinis,6.75E-05,0,0.011878649,0,0,0,0,0.001282354,0.000134985,0,0,0,0.000506192,0,0,0,0,0,0,0,0,0,0.000641177,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0,0,0.001248608,0,0,0,0,0.003475855,0,0,0,0,0.003543347,0,0,0,0,0,0,0,0,0,0.002328485,0,0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus,0,0,0,0.001856039,0,0,0,0,0.005770594,0,0,0,0,0.001113623,0,0,0,0,0.001653562,0,0,0,0,0.002497216,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Dorea;Doreaformicigenerans,0,0,0,0.003138393,0,0,0,0,0.007694125,0,0,0,0,0.001046131,0,0,0,0,0.000708669,0,0,0,0,0.000809908,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;,0.000674923,0.004623224,0.002632201,0,0,0.000101238,0.003982047,0.001788547,0,0,0,0.000303715,0.000404954,0,0,0,0.000337462,0.000134985,0,0,0,0.000573685,0.000269969,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;CAG-56;,0.001383593,0.001147369,0.002935916,0.003037155,0.000641177,0,0.000101238,0.000134985,0.000236223,0,0,0,0.000708669,0.001619816,0,0,0,0,0.000641177,0,0,0,0.000573685,0.000101238,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;Olsenellacongonensis,0,0,0,0,0.000337462,0,0,0,0,0.007457902,0,0,0,0,0.000168731,0,0,0,0,0.000101238,0,0,0,0,0.005568117
Bacteria;Firmicutes;Clostridia;ClostridiaUCG-014;;;,0,0.018290419,0,0,0,0,0.001687308,0,0,0,0,0.000337462,0,0,0,0,0.000236223,0.000303715,0,0,0,0.000944893,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae,0.003610839,0.002092262,0.001248608,0.003138393,0.001248608,0.000236223,0.000236223,0,0.000134985,0.000337462,0.000303715,0.000269969,0.000134985,0.000337462,0,0.000134985,0.000101238,0,0.000371208,0.000134985,0,0.000101238,0.000134985,0.000236223,0.000134985
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0,0,0.001552323,0,0,0,0,0.003037155,0,0,0,0,0.002969662,0,0,0,0,0,0,0,0,0,0.002126008,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.003104647,0.003745824,0,0,0.001248608,0.000236223,0.000303715,0,0,0,0.000134985,0.000202477,0,0,0.000134985,0.000168731,0.000404954,0.000269969,0,0.000168731,0.001923531,0.001181116,0,0,0.000337462
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;ChristensenellaceaeR-7group;,0.001383593,0,0,0,0.005973071,0.000269969,0.001248608,0,0,0.002395977,6.75E-05,0,0,0,0.000269969,0,0,0,0,0.000303715,0,0,0,0,0.000809908
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;,0,0,0.000573685,0,0,0,0.004049539,0.002665947,0.001788547,0.000776162,0,0,0.000303715,0,0,0,0,0,0,0,0,0.000742416,0.001619816,0,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;,0,0,0,0,0.003577093,0,0,0,0,0.001856039,0,0,0,0,0.002092262,0,0,0,0,0.000843654,0,0,0,0,0.004083286
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;ChristensenellaceaeR-7group;,0.000978639,0.00246347,0.003307124,0,0.002227247,0.000202477,0.001451085,0.000776162,3.37E-05,0.000303715,0,0.000202477,0,0,0,0,0.000134985,0.000202477,0,0,0,0.000809908,0.000269969,0,0.000573685
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter;OscillibactersPEA192,0,0,0.000134985,0.003577093,0.000168731,3.37E-05,0,0.002632201,0.003509601,0.000236223,0,0,6.75E-05,0.000573685,6.75E-05,0,0,0,0.000202477,0,0,0,0.000168731,0.000303715,6.75E-05
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]coprostanoligenegroup;;,0,0.004285762,0,0.006580501,0,0,0,0,0.000539939,0,0,0,0,0.000742416,0,0,0,0,0.000809908,0,0,0,0,0.001046131,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;;,0.005669355,0.000573685,0.004353255,0,0,0.000506192,0.001282354,3.37E-05,0,0,0.000101238,0,6.75E-05,0,0,0.000101238,0,0,0,0,0.000236223,0.000236223,6.75E-05,0,0
Bacteria;Firmicutes;Bacilli;RF39;;;,0,0,0.010393818,0,0,0,0,0.000506192,0,0,0,0,0.000134985,0,0,0,0,0,0,0,0,0,0.000371208,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus,0,0,0.000168731,0,0,0,0,0,0,0,0,0,0.004387001,0,0,0,0,0,0,0,0,0,0.000539939,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes,0,0.000337462,0.000573685,6.75E-05,0.000337462,0,0,0.000371208,0.000101238,0.000101238,6.75E-05,0.000101238,0.002159754,0.000944893,0.000101238,0,0.000168731,0.000101238,0.000472446,6.75E-05,0.000168731,0,0.000843654,0.000708669,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia,0,0,0.005061924,0,0,0,0,0,0,0,0,0,0.001451085,0,0,0,0,0,0,0,0,0,0.003138393,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;PrevotellasMarseille-P2931,0.000371208,0.003442108,0,0,0.00246347,0,0,0,0,0,0,0.0004387,0,0,0.0021935,0,0,0,0,0.000708669,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira,0.000506192,0,0.000236223,0,0.006513009,0,0,0,0,0.000371208,0,6.75E-05,0.000168731,0,0.001012385,0,0,0,0,0.000472446,0,0,0.000134985,0,0.000404954
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002733439,0,0,0,0,0.007356663,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroidejohnsonii,0,0,0.002092262,0.000168731,0,0,0,0.001012385,0,0,0,0,0.000742416,0.000134985,0,0,0,0,0,0,0.000236223,0,0.006141801,0.000269969,0
Bacteria;Firmicutes;Clostridia;ClostridiaUCG-014;;;,0,0,0,0.007795363,0,0,0,0,0.000843654,0,0,0,0,0.000539939,0,0,0,0,0.001518577,0,0,0,0,0.000539939,0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sphaerochaeta;,0,0.016400634,0,0,0,0,0.0004387,0,0,0,3.37E-05,0.000539939,0,0,0,0,3.37E-05,0.000371208,0,0,0,0.000708669,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;,0,0,0,0,0,0,0,0.000371208,0,0,0,0,0.003847062,0.000404954,0.000168731,0,0,0,6.75E-05,0,0,0,0.000506192,0,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Catenibacterium;,0,0,0,0,0,0,0,0,0,0,0.004015793,0,0,0,0,0.001417339,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia;Slackiaisoflavoniconvertens,0,0,0,0,0,0,0,0,0,0.006411771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003847062
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;,0.002969662,0,0,0.002969662,0,0.000134985,0,0,0.001721054,0,0,0,0,0.000506192,0,0,0,0,0.000236223,0,0,0,0,0.002092262,0
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,0,0,0.000742416,0,0,0,0,0,0,0,0,0,0.001923531,0,0,0,0,0,0,0,0,0,0.003273378,0.001484831,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Eggerthella,0,0,0,0,0,0.000168731,0.000404954,0.00202477,0.004319509,0,0,0,6.75E-05,0.000101238,0,0,0,0,6.75E-05,0,3.37E-05,0,0.001383593,0.000742416,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;,0.001046131,0.000269969,0.003104647,0,0.000539939,3.37E-05,0,0.000539939,0,3.37E-05,6.75E-05,0,0.001721054,0.000101238,0,0,0,0,0,0,0,0,0.000371208,0,0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Allisonella;,0.000134985,0,0,0.000404954,0,0,0.00377957,0,0.001214862,0.000674923,0,0.000101238,0,6.75E-05,0.000641177,3.37E-05,0,3.37E-05,0.000641177,0,0.000101238,0.000506192,0,6.75E-05,0
